product_id,review_count_observed,review_avg_rating,recommendation_rate,avg_helpfulness,avg_review_length,skin_share_dry,theme_lightweight_count,theme_greasy_count,theme_hydrating_count,theme_drying_count,theme_fragrance_count,theme_irritation_count,theme_breakout_count,theme_absorption_count,theme_sticky_count,theme_texture_count,theme_effective_count,skin_share_unknown,skin_share_combination,skin_share_normal,skin_share_oily,skin_share_sensitive
P471086,28,4.357142857142857,0.8571428571428571,0.9156334808579197,311.75,0.2857142857142857,2,1,3,2,4,7,3,4,4,12,11,0.03571428571428571,0.5357142857142857,0.10714285714285714,0.03571428571428571,0.0
P504023,28,4.571428571428571,0.8928571428571429,0.7760416865348816,364.10714285714283,0.4642857142857143,6,3,8,5,6,1,0,3,1,12,1,0.07142857142857142,0.32142857142857145,0.10714285714285714,0.03571428571428571,0.0
P473268,28,3.857142857142857,0.75,0.7329421860200388,318.89285714285717,0.10714285714285714,0,0,0,0,0,0,0,0,0,7,11,0.10714285714285714,0.5714285714285714,0.10714285714285714,0.10714285714285714,0.0
P456210,28,3.5357142857142856,0.6071428571428571,0.7145088815689087,388.82142857142856,0.25,0,1,5,0,6,7,2,1,3,8,8,,0.5,0.14285714285714285,0.10714285714285714,0.0
P478274,27,3.5555555555555554,0.48148148148148145,0.7867381884938195,253.55555555555554,0.2222222222222222,0,0,8,4,3,0,0,0,0,7,4,0.07407407407407407,0.4444444444444444,0.25925925925925924,,0.0
P481975,27,4.62962962962963,0.9629629629629629,0.6874401813203638,367.3703703703704,0.14814814814814814,0,3,13,2,1,7,3,1,0,9,10,0.037037037037037035,0.7037037037037037,0.037037037037037035,0.07407407407407407,0.0
P449150,27,4.555555555555555,0.8888888888888888,0.8149613468692853,286.74074074074076,0.2222222222222222,1,6,9,10,4,2,2,1,1,9,2,,0.5925925925925926,0.07407407407407407,0.1111111111111111,0.0
P503928,27,3.925925925925926,0.6296296296296297,0.8396296004454294,250.37037037037038,0.3333333333333333,0,3,7,8,8,10,5,0,0,14,2,0.1111111111111111,0.4444444444444444,0.037037037037037035,0.07407407407407407,0.0
P422649,27,4.185185185185185,0.7407407407407407,0.7561835547288259,269.3333333333333,0.14814814814814814,0,0,8,7,14,4,1,4,1,12,8,,0.8148148148148148,0.037037037037037035,,0.0
P447608,27,3.5185185185185186,0.5925925925925926,0.7775566176726267,314.74074074074076,0.14814814814814814,0,3,2,5,10,3,2,0,0,11,6,,0.5555555555555556,0.18518518518518517,0.1111111111111111,0.0
P461200,27,4.666666666666667,0.8888888888888888,0.7299883189797401,368.8888888888889,0.1111111111111111,0,0,4,2,3,2,0,0,1,8,2,,0.5185185185185185,0.18518518518518517,0.18518518518518517,0.0
P408542,27,4.333333333333333,0.7619047619047619,0.7807085922470799,334.9259259259259,0.037037037037037035,0,2,4,1,3,1,0,1,0,8,9,0.2222222222222222,0.4444444444444444,0.07407407407407407,0.2222222222222222,0.0
P442267,27,4.0,0.7037037037037037,0.8512805757614282,429.18518518518516,0.14814814814814814,0,0,3,4,15,1,0,0,2,2,6,,0.5555555555555556,0.14814814814814814,0.14814814814814814,0.0
P468634,26,4.846153846153846,1.0,0.8821800975572496,275.0,0.38461538461538464,1,6,12,9,5,3,4,1,0,12,4,,0.38461538461538464,0.07692307692307693,0.15384615384615385,0.0
P500428,26,4.0,0.6923076923076923,0.795434303905653,283.65384615384613,0.15384615384615385,2,0,9,1,1,5,0,1,0,4,6,,0.46153846153846156,0.23076923076923078,0.15384615384615385,0.0
P476842,26,2.8076923076923075,0.4230769230769231,0.7893334214503949,437.6923076923077,0.19230769230769232,0,0,1,0,1,0,0,1,0,11,6,0.07692307692307693,0.46153846153846156,0.23076923076923078,0.038461538461538464,0.0
P481339,26,4.461538461538462,0.8846153846153846,0.7351072890063127,260.7692307692308,0.15384615384615385,0,2,4,4,0,2,6,1,0,7,4,,0.6153846153846154,0.07692307692307693,0.15384615384615385,0.0
P444990,26,2.3846153846153846,0.34615384615384615,0.7656859216781763,380.8076923076923,0.11538461538461539,0,6,4,2,6,0,0,0,2,3,13,,0.5384615384615384,0.23076923076923078,0.11538461538461539,0.0
P433621,26,4.3076923076923075,0.8076923076923077,0.7673660000929465,321.88461538461536,0.19230769230769232,0,3,11,10,2,1,4,2,2,13,4,,0.7307692307692307,0.038461538461538464,0.038461538461538464,0.0
P408273,26,3.923076923076923,0.7222222222222222,0.7963357463479042,306.46153846153845,0.038461538461538464,0,2,5,6,5,2,7,0,0,11,8,0.23076923076923078,0.5769230769230769,0.11538461538461539,0.038461538461538464,0.0
P455235,26,4.076923076923077,0.6923076923076923,0.821305723786354,451.0,0.07692307692307693,0,0,5,1,1,4,3,0,1,7,6,,0.6153846153846154,0.15384615384615385,0.15384615384615385,0.0
P446822,26,3.576923076923077,0.6153846153846154,0.8143117924531301,345.7692307692308,0.11538461538461539,0,4,3,3,8,2,3,0,0,11,4,,0.5769230769230769,0.15384615384615385,0.15384615384615385,0.0
P439648,26,3.1538461538461537,0.46153846153846156,0.8452666172614465,353.84615384615387,0.07692307692307693,3,9,21,4,0,3,9,1,1,11,5,0.038461538461538464,0.5384615384615384,0.07692307692307693,0.2692307692307692,0.0
P392522,25,4.76,0.8823529411764706,0.8319072055816651,435.6,0.16,1,3,8,9,5,8,11,5,0,5,3,0.32,0.4,0.04,0.08,0.0
P469521,25,3.8,0.76,0.7634165719861076,286.96,,0,4,6,1,4,5,5,1,0,7,8,,0.6,0.12,0.28,0.0
P461535,25,4.2,0.84,0.8623614406585693,366.92,0.12,0,3,1,2,0,1,16,1,0,7,4,,0.68,,0.2,0.0
P481699,25,4.36,0.84,0.7857487152020136,277.96,0.2,0,2,8,1,1,13,3,2,0,7,4,,0.52,0.2,0.08,0.0
P474125,25,4.68,0.92,0.90751253156101,463.56,0.08,0,4,14,4,4,2,2,2,0,12,10,,0.76,0.04,0.12,0.0
P469523,25,3.4,0.56,0.7177955447272821,275.28,0.12,0,7,15,5,0,2,9,1,0,7,1,,0.64,0.12,0.12,0.0
P483075,25,4.16,0.84,0.7915504087101329,296.56,0.32,0,1,0,2,2,6,2,0,0,5,7,0.16,0.4,0.08,0.04,0.0
P476677,25,4.44,0.88,0.8075396650367312,370.6,0.2,3,4,13,6,4,2,0,5,1,17,7,0.04,0.64,0.08,0.04,0.0
P431419,25,3.04,0.48,0.714494560956955,413.2,0.12,0,0,1,0,2,0,0,0,0,2,14,,0.52,0.24,0.12,0.0
P469449,24,3.3333333333333335,0.5416666666666666,0.8504028618335724,404.2083333333333,0.2916666666666667,0,3,5,9,14,5,2,0,0,13,2,,0.3333333333333333,0.375,,0.0
P505378,24,4.958333333333333,1.0,,374.7083333333333,0.20833333333333334,2,2,3,8,0,0,16,0,0,14,7,0.041666666666666664,0.5416666666666666,0.20833333333333334,,0.0
P469200,24,3.5,0.5833333333333334,0.7661825803418955,418.1666666666667,0.3333333333333333,0,1,3,4,6,7,5,4,1,8,10,0.041666666666666664,0.5416666666666666,0.041666666666666664,0.041666666666666664,0.0
P457468,24,3.0416666666666665,0.4583333333333333,0.8107935454357754,390.75,0.20833333333333334,0,0,2,5,4,1,0,0,3,5,3,,0.4166666666666667,0.2916666666666667,0.08333333333333333,0.0
P482322,24,4.125,0.7916666666666666,0.8536255887963555,302.9166666666667,0.125,0,5,1,2,1,2,2,0,2,13,2,0.041666666666666664,0.5,0.125,0.20833333333333334,0.0
P503868,24,4.375,0.8333333333333334,0.8269807398319244,217.04166666666666,0.20833333333333334,0,0,2,0,10,0,0,0,0,1,2,0.16666666666666666,0.25,0.20833333333333334,0.16666666666666666,0.0
P451745,24,4.125,0.75,0.7514029120405515,434.9166666666667,0.08333333333333333,0,3,1,2,2,1,4,0,0,9,14,,0.3333333333333333,0.25,0.3333333333333333,0.0
P424987,24,3.5,0.625,0.8580476486164591,446.5,0.16666666666666666,0,1,6,1,13,4,1,3,0,4,8,,0.625,0.20833333333333334,,0.0
P431418,24,3.5,0.625,0.8165505857517322,381.3333333333333,0.16666666666666666,0,0,2,1,2,0,0,0,1,2,3,,0.625,0.125,0.08333333333333333,0.0
P430338,24,4.041666666666667,0.75,0.719896344387013,299.125,0.2916666666666667,0,5,9,5,6,0,1,2,0,8,9,,0.5,0.20833333333333334,,0.0
P456407,24,3.9583333333333335,0.7083333333333334,0.8494846095209536,398.0833333333333,0.125,2,3,2,2,12,1,0,4,4,12,7,,0.5,0.25,0.125,0.0
P405032,24,4.25,0.6,0.8188405652409014,290.3333333333333,0.16666666666666666,0,1,4,8,0,4,0,1,0,6,8,0.625,0.16666666666666666,0.041666666666666664,,0.0
P504288,24,4.5,0.9583333333333334,0.9398496307824787,434.875,0.16666666666666666,0,0,2,0,0,0,3,0,0,10,4,0.08333333333333333,0.4166666666666667,0.20833333333333334,0.125,0.0
P505145,24,4.666666666666667,1.0,0.6666666666666666,273.125,0.25,1,2,5,3,1,1,2,0,0,11,0,,0.5,0.16666666666666666,0.08333333333333333,0.0
P503294,24,2.7083333333333335,0.4583333333333333,0.5832593755965884,251.25,0.08333333333333333,0,0,4,2,3,1,2,0,2,3,0,0.08333333333333333,0.5833333333333334,0.20833333333333334,0.041666666666666664,0.0
P470545,24,4.375,0.7916666666666666,0.7448307030341205,182.08333333333334,0.25,4,3,6,2,0,0,0,0,0,1,0,,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.0
P456401,23,3.4782608695652173,0.6086956521739131,0.8289266526699066,311.04347826086956,0.21739130434782608,0,0,8,6,6,0,0,0,3,4,4,,0.5652173913043478,0.17391304347826086,0.043478260869565216,0.0
P380001,23,4.217391304347826,0.8666666666666667,0.8333333812299228,250.6086956521739,0.2608695652173913,1,6,18,10,4,6,4,1,0,6,3,0.2608695652173913,0.30434782608695654,0.13043478260869565,0.043478260869565216,0.0
P429508,23,4.3478260869565215,0.8260869565217391,0.8822221904993057,423.39130434782606,0.21739130434782608,0,0,4,4,7,0,2,0,1,3,2,,0.5217391304347826,0.13043478260869565,0.13043478260869565,0.0
P455421,23,4.086956521739131,0.8260869565217391,0.6985669997003343,249.52173913043478,0.30434782608695654,2,2,1,10,7,1,1,1,2,9,0,,0.5652173913043478,0.043478260869565216,0.08695652173913043,0.0
P433962,23,4.260869565217392,0.8260869565217391,0.8376338209794916,344.2608695652174,0.30434782608695654,0,1,15,5,2,5,4,0,0,5,5,0.043478260869565216,0.5217391304347826,0.08695652173913043,0.043478260869565216,0.0
P423145,23,3.782608695652174,0.6956521739130435,0.7765409977812516,427.69565217391306,0.08695652173913043,0,1,4,3,3,4,1,1,0,4,6,,0.6086956521739131,0.17391304347826086,0.13043478260869565,0.0
P456569,23,4.608695652173913,0.9130434782608695,0.8657154962420464,357.3478260869565,0.043478260869565216,0,10,2,8,5,2,7,0,0,8,3,0.043478260869565216,0.4782608695652174,0.08695652173913043,0.34782608695652173,0.0
P469451,23,4.565217391304348,0.9565217391304348,0.8931495806104258,324.04347826086956,0.13043478260869565,0,3,1,3,1,6,6,0,0,10,6,,0.4782608695652174,0.17391304347826086,0.21739130434782608,0.0
P454939,23,4.130434782608695,0.8260869565217391,0.8275283004926599,370.39130434782606,0.17391304347826086,5,3,2,3,3,4,9,2,4,6,7,,0.6521739130434783,0.043478260869565216,0.13043478260869565,0.0
P408271,23,4.043478260869565,0.8181818181818182,0.7437561012449718,305.82608695652175,0.2608695652173913,0,0,0,1,0,0,2,0,0,7,8,0.17391304347826086,0.21739130434782608,0.13043478260869565,0.21739130434782608,0.0
P428636,23,3.608695652173913,0.5652173913043478,0.7738942594631858,250.56521739130434,0.17391304347826086,0,5,1,8,4,3,1,0,0,8,3,,0.5217391304347826,0.08695652173913043,0.21739130434782608,0.0
P423164,23,4.304347826086956,0.782608695652174,0.8245959977308909,309.82608695652175,0.34782608695652173,0,2,1,8,2,1,0,0,0,10,3,,0.5652173913043478,0.043478260869565216,0.043478260869565216,0.0
P443376,23,3.347826086956522,0.5217391304347826,0.7210056668236142,329.2608695652174,0.17391304347826086,1,1,9,6,1,0,4,3,1,6,6,0.08695652173913043,0.6956521739130435,,0.043478260869565216,0.0
P472311,23,3.782608695652174,0.6956521739130435,0.6307748963958338,343.4347826086956,0.043478260869565216,0,0,3,3,9,2,4,0,0,8,7,,0.6956521739130435,0.17391304347826086,0.08695652173913043,0.0
P472180,23,3.6956521739130435,0.6086956521739131,0.855916702747345,353.60869565217394,0.08695652173913043,0,11,8,3,2,4,9,1,2,7,7,,0.43478260869565216,,0.4782608695652174,0.0
P504773,23,3.869565217391304,0.6521739130434783,0.837121226570823,262.6521739130435,0.34782608695652173,0,2,16,12,6,4,1,1,1,9,4,0.043478260869565216,0.34782608695652173,0.17391304347826086,0.08695652173913043,0.0
P467628,23,3.0,0.4782608695652174,0.6453235662158798,190.7826086956522,0.13043478260869565,0,0,0,0,1,1,3,1,0,1,12,0.043478260869565216,0.5217391304347826,0.13043478260869565,0.17391304347826086,0.0
P464250,23,3.8260869565217392,0.6521739130434783,0.9045093983411789,301.9130434782609,0.34782608695652173,0,2,9,4,13,2,0,2,0,11,1,0.043478260869565216,0.391304347826087,0.13043478260869565,0.08695652173913043,0.0
P448553,22,4.318181818181818,0.8636363636363636,0.7724357694387436,416.1363636363636,0.45454545454545453,0,2,11,8,2,3,1,4,0,7,4,,0.45454545454545453,0.045454545454545456,0.045454545454545456,0.0
P448558,22,3.3181818181818183,0.5454545454545454,0.7518090974716913,384.3181818181818,0.045454545454545456,0,5,10,2,1,3,18,1,0,3,7,,0.5909090909090909,0.13636363636363635,0.22727272727272727,0.0
P428637,22,4.363636363636363,0.8181818181818182,0.7930240648036654,296.09090909090907,0.22727272727272727,0,1,4,0,0,0,0,0,0,4,7,,0.45454545454545453,0.3181818181818182,,0.0
P433466,22,4.590909090909091,0.8636363636363636,0.768437227064913,327.90909090909093,0.13636363636363635,0,2,4,2,2,0,2,2,2,8,6,,0.6363636363636364,0.09090909090909091,0.13636363636363635,0.0
P472067,22,4.409090909090909,0.8636363636363636,0.8900774731522515,213.86363636363637,0.2727272727272727,0,0,0,0,0,1,0,0,0,2,1,0.13636363636363635,0.2727272727272727,0.2727272727272727,0.045454545454545456,0.0
P405589,22,3.772727272727273,0.8571428571428571,0.8009317123464176,330.22727272727275,0.09090909090909091,5,7,12,3,6,4,6,5,4,9,5,0.22727272727272727,0.5909090909090909,0.045454545454545456,0.045454545454545456,0.0
P481368,22,4.636363636363637,0.9090909090909091,0.9258889317512512,404.6818181818182,0.18181818181818182,0,0,1,0,0,0,4,0,0,16,6,0.045454545454545456,0.45454545454545453,0.22727272727272727,0.09090909090909091,0.0
P461199,22,4.454545454545454,0.9090909090909091,0.9252654492855072,325.0,0.22727272727272727,0,2,4,3,7,5,2,1,1,9,2,,0.5,0.13636363636363635,0.13636363636363635,0.0
P440505,22,4.454545454545454,0.8636363636363636,0.8317061825232073,300.6818181818182,0.18181818181818182,0,1,2,3,5,1,3,0,0,12,1,,0.6363636363636364,0.18181818181818182,,0.0
P467635,22,4.090909090909091,0.7727272727272727,0.7369127707047896,459.1818181818182,0.09090909090909091,0,0,0,0,0,0,0,0,0,12,4,,0.5,0.3181818181818182,0.09090909090909091,0.0
P474968,22,4.318181818181818,0.8181818181818182,0.8929119527339935,423.77272727272725,0.18181818181818182,0,0,11,5,0,0,1,1,6,11,6,0.09090909090909091,0.45454545454545453,0.2727272727272727,,0.0
P433619,21,4.238095238095238,0.8095238095238095,0.7634779527073815,302.4761904761905,0.42857142857142855,0,2,6,11,2,5,2,0,0,7,2,,0.47619047619047616,0.047619047619047616,0.047619047619047616,0.0
P440500,21,4.0,0.7619047619047619,0.8002125713087264,244.0,0.2857142857142857,0,1,1,6,3,4,0,0,0,8,5,,0.47619047619047616,0.14285714285714285,0.09523809523809523,0.0
P504786,21,3.7142857142857144,0.6666666666666666,0.799859881401062,237.66666666666666,0.19047619047619047,0,1,3,3,0,5,3,0,2,2,4,,0.5238095238095238,0.14285714285714285,0.14285714285714285,0.0
P470246,21,4.714285714285714,0.9047619047619048,0.7696428575686046,362.0952380952381,0.09523809523809523,3,1,16,4,6,8,2,2,2,14,3,0.047619047619047616,0.5714285714285714,0.09523809523809523,0.19047619047619047,0.0
P422848,21,4.142857142857143,0.7619047619047619,0.8247777105254286,361.57142857142856,0.2857142857142857,0,5,10,8,3,1,1,2,0,5,8,,0.7142857142857143,,,0.0
P455010,21,3.238095238095238,0.5714285714285714,0.7991720013320446,363.76190476190476,0.09523809523809523,0,1,0,0,0,0,0,0,1,3,8,0.2857142857142857,0.42857142857142855,0.19047619047619047,,0.0
P474830,21,3.619047619047619,0.6190476190476191,0.7273923190016496,384.42857142857144,0.09523809523809523,0,0,0,3,0,0,2,0,0,9,7,0.047619047619047616,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0
P467106,21,4.476190476190476,0.8095238095238095,0.8502949982881546,525.1428571428571,0.2857142857142857,0,1,1,0,0,1,0,0,0,10,4,0.047619047619047616,0.47619047619047616,0.09523809523809523,0.09523809523809523,0.0
P454822,21,3.6666666666666665,0.6666666666666666,0.8697089999914169,273.42857142857144,0.19047619047619047,1,1,8,7,0,6,0,2,3,11,3,,0.5714285714285714,0.14285714285714285,0.09523809523809523,0.0
P469028,20,3.3,0.5,0.7497893020510673,246.25,0.25,0,0,0,0,0,0,6,0,0,4,6,0.05,0.5,0.05,0.15,0.0
P483057,20,2.5,0.3,0.8822738418453618,286.35,0.15,0,0,1,2,3,1,1,2,0,3,2,0.05,0.4,0.15,0.25,0.0
P468229,20,4.15,0.75,0.8650003969669342,317.0,0.25,0,4,2,1,1,2,0,4,1,5,8,,0.6,0.05,0.1,0.0
P392891,20,4.6,1.0,0.7639818828966882,260.95,0.1,1,1,10,5,1,1,1,0,2,8,1,0.45,0.3,0.05,0.1,0.0
P428005,20,4.25,0.75,0.768689252436161,273.2,0.1,0,0,0,1,0,2,0,0,0,3,11,0.1,0.55,0.2,0.05,0.0
P500096,20,3.75,0.7,0.793333300948143,341.45,,0,13,9,1,8,0,2,4,3,8,10,,0.25,,0.75,0.0
P504774,20,4.65,0.95,0.7469663741067052,324.4,0.3,2,4,2,2,1,7,6,1,1,6,5,,0.4,0.1,0.2,0.0
P436346,19,4.631578947368421,0.9473684210526315,0.8541425532764859,281.0,0.3684210526315789,0,0,5,2,0,2,1,5,0,4,1,,0.3684210526315789,0.10526315789473684,0.15789473684210525,0.0
P447604,19,4.7368421052631575,0.9473684210526315,0.7574739503233057,303.05263157894734,0.21052631578947367,0,0,0,1,0,1,0,0,0,5,4,0.05263157894736842,0.47368421052631576,0.21052631578947367,0.05263157894736842,0.0
P474114,19,4.526315789473684,0.9473684210526315,0.9460317969322205,511.6842105263158,0.10526315789473684,3,2,5,0,1,2,1,4,5,11,8,0.05263157894736842,0.7368421052631579,0.10526315789473684,,0.0
P454377,19,3.789473684210526,0.7368421052631579,0.6763020604848862,300.10526315789474,0.10526315789473684,0,1,1,1,5,7,5,0,0,5,5,,0.6842105263157895,0.10526315789473684,0.10526315789473684,0.0
P476860,19,4.473684210526316,0.8421052631578947,0.8263140509003087,254.0,0.10526315789473684,1,0,2,0,6,0,0,0,1,9,2,0.2631578947368421,0.3684210526315789,0.15789473684210525,0.10526315789473684,0.0
P456203,19,3.526315789473684,0.5789473684210527,0.7426733202055881,419.7894736842105,0.21052631578947367,0,0,3,1,3,0,0,1,1,4,8,,0.3684210526315789,0.3157894736842105,0.10526315789473684,0.0
P500774,19,4.473684210526316,0.9473684210526315,0.9007251175010905,304.05263157894734,0.21052631578947367,1,3,3,6,1,4,3,1,2,5,7,0.15789473684210525,0.3684210526315789,0.10526315789473684,0.15789473684210525,0.0
P504327,19,4.421052631578948,0.8947368421052632,0.862427165110906,205.3684210526316,0.15789473684210525,0,1,5,1,2,3,0,0,0,3,3,0.05263157894736842,0.5789473684210527,0.21052631578947367,,0.0
P500856,19,4.105263157894737,0.7894736842105263,0.8412037541468939,348.05263157894734,0.21052631578947367,0,2,1,1,1,2,0,1,1,5,4,,0.5789473684210527,0.21052631578947367,,0.0
P474057,19,4.894736842105263,0.9473684210526315,0.8062271567491385,272.57894736842104,0.05263157894736842,0,0,4,3,1,0,0,0,0,3,4,0.05263157894736842,0.7368421052631579,0.10526315789473684,0.05263157894736842,0.0
P454391,19,3.3684210526315788,0.631578947368421,0.6862438867489496,230.89473684210526,0.21052631578947367,1,5,0,0,4,1,0,0,2,8,1,,0.42105263157894735,0.15789473684210525,0.21052631578947367,0.0
P504919,19,4.421052631578948,0.8421052631578947,0.6574074394173093,210.05263157894737,0.15789473684210525,0,7,0,1,0,3,0,0,0,6,4,0.10526315789473684,0.3157894736842105,0.2631578947368421,0.15789473684210525,0.0
P457854,19,4.526315789473684,0.8947368421052632,0.9018207017113181,471.1578947368421,0.42105263157894735,0,1,9,4,10,4,2,2,0,9,5,,0.3684210526315789,0.15789473684210525,0.05263157894736842,0.0
P454807,18,4.388888888888889,0.8333333333333334,0.8063224471277661,335.5,0.2222222222222222,0,2,5,0,3,5,0,1,1,3,6,0.05555555555555555,0.4444444444444444,0.1111111111111111,0.16666666666666666,0.0
P449164,18,3.888888888888889,0.7222222222222222,0.744337810203433,306.27777777777777,0.2222222222222222,0,1,4,3,2,4,1,3,1,5,3,0.05555555555555555,0.6111111111111112,0.05555555555555555,0.05555555555555555,0.0
P470248,18,4.555555555555555,0.9444444444444444,0.8096153974533081,466.0,0.2777777777777778,1,1,4,2,4,8,2,0,1,11,9,,0.3333333333333333,0.2777777777777778,0.1111111111111111,0.0
P458961,18,4.388888888888889,0.8333333333333334,0.8627976849675179,343.05555555555554,0.1111111111111111,0,1,3,7,5,0,3,0,0,5,4,,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.0
P447788,18,3.7777777777777777,0.6111111111111112,0.7209634441468451,451.1111111111111,0.2222222222222222,1,3,3,4,3,8,5,4,1,7,9,,0.5555555555555556,0.2222222222222222,,0.0
P455332,18,4.333333333333333,0.8333333333333334,0.757007552517785,245.94444444444446,0.16666666666666666,5,2,13,5,1,0,3,0,2,11,2,,0.4444444444444444,0.2777777777777778,0.1111111111111111,0.0
P438642,18,3.5555555555555554,0.6666666666666666,0.8368064767370621,246.55555555555554,0.16666666666666666,0,0,2,2,0,3,3,0,0,3,1,,0.3888888888888889,0.2222222222222222,0.2222222222222222,0.0
P481837,18,4.444444444444445,0.8333333333333334,0.9185807634802425,267.44444444444446,0.3333333333333333,0,1,11,2,3,1,2,0,1,5,3,,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
P433465,18,4.166666666666667,0.8333333333333334,0.7028577748466941,311.05555555555554,0.3888888888888889,0,0,6,3,4,2,1,0,2,4,4,,0.2777777777777778,0.16666666666666666,0.16666666666666666,0.0
P481712,18,4.555555555555555,0.9444444444444444,0.8218236863613129,299.5,0.1111111111111111,0,0,0,1,0,3,0,0,0,6,2,0.05555555555555555,0.5,0.16666666666666666,0.16666666666666666,0.0
P480607,18,4.0,0.7777777777777778,0.748701274394989,357.72222222222223,0.3333333333333333,0,3,15,4,3,4,5,0,3,10,1,,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0
P503901,18,3.7222222222222223,0.5555555555555556,0.9610390012914484,282.6111111111111,0.2222222222222222,0,3,6,6,6,5,7,0,1,10,2,0.2222222222222222,0.5,0.05555555555555555,,0.0
P461950,18,4.444444444444445,0.8333333333333334,0.7719758864906099,451.1666666666667,0.05555555555555555,0,3,5,4,1,3,1,0,0,7,5,0.05555555555555555,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0
P503262,18,4.888888888888889,0.9444444444444444,0.8492972751458486,348.27777777777777,0.2777777777777778,0,0,10,2,0,3,1,0,1,6,4,0.05555555555555555,0.3888888888888889,0.16666666666666666,0.1111111111111111,0.0
P458573,18,4.722222222222222,0.9444444444444444,0.8305322335046881,217.33333333333334,,0,0,4,4,1,1,0,0,1,3,1,0.05555555555555555,0.5555555555555556,0.16666666666666666,0.2222222222222222,0.0
P471011,18,4.777777777777778,0.9444444444444444,0.7197916880249977,183.22222222222223,0.3888888888888889,0,1,0,4,2,2,1,0,0,1,1,0.05555555555555555,0.2777777777777778,0.05555555555555555,0.2222222222222222,0.0
P460704,18,4.333333333333333,0.9444444444444444,0.9053902345545152,330.27777777777777,0.3333333333333333,0,1,7,6,4,4,0,1,1,9,6,,0.6111111111111112,0.05555555555555555,,0.0
P389097,18,3.7777777777777777,0.42857142857142855,0.8192895071374046,328.3333333333333,0.1111111111111111,0,0,2,2,0,0,1,0,0,3,9,0.2222222222222222,0.4444444444444444,,0.2222222222222222,0.0
P454029,18,4.722222222222222,0.9444444444444444,0.9220193922519684,233.38888888888889,0.16666666666666666,0,2,4,2,1,0,1,0,2,5,3,,0.6666666666666666,0.1111111111111111,0.05555555555555555,0.0
P460511,18,4.166666666666667,0.7222222222222222,0.759000500664115,355.1111111111111,0.16666666666666666,0,2,2,1,0,2,8,0,1,7,8,,0.5555555555555556,0.16666666666666666,0.1111111111111111,0.0
P482697,17,4.0,0.7647058823529411,0.6888782925465528,244.58823529411765,0.29411764705882354,3,0,8,4,9,5,3,1,2,9,2,,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.0
P470508,17,3.764705882352941,0.7058823529411765,0.8832565024495125,470.11764705882354,0.11764705882352941,0,3,4,2,2,2,2,1,1,4,2,,0.5294117647058824,0.29411764705882354,0.058823529411764705,0.0
P469448,17,2.5294117647058822,0.4117647058823529,0.8988095692225865,374.11764705882354,0.058823529411764705,0,2,0,4,1,0,5,0,0,8,3,0.058823529411764705,0.47058823529411764,0.23529411764705882,0.17647058823529413,0.0
P443810,17,3.1176470588235294,0.47058823529411764,0.5548428644736608,292.5882352941176,0.29411764705882354,1,2,3,0,1,1,4,0,0,2,2,,0.4117647058823529,0.23529411764705882,0.058823529411764705,0.0
P504795,17,4.764705882352941,0.9411764705882353,0.770424881402184,204.05882352941177,0.35294117647058826,1,2,8,4,0,2,1,1,2,11,0,,0.47058823529411764,,0.17647058823529413,0.0
P504049,17,5.0,1.0,1.0,205.94117647058823,0.17647058823529413,1,0,1,0,0,2,2,0,1,9,0,0.058823529411764705,0.4117647058823529,0.29411764705882354,0.058823529411764705,0.0
P468412,17,4.0588235294117645,0.7647058823529411,0.8483565654605627,382.7647058823529,0.23529411764705882,0,2,4,3,4,2,3,0,1,5,5,,0.7058823529411765,,0.058823529411764705,0.0
P423163,17,4.9411764705882355,1.0,0.825489338239034,279.47058823529414,0.17647058823529413,1,0,6,3,3,0,1,0,0,5,3,,0.7058823529411765,0.11764705882352941,,0.0
P467112,17,4.882352941176471,1.0,0.8222221990426382,259.94117647058823,0.11764705882352941,1,1,1,2,0,2,3,0,0,3,2,,0.5882352941176471,0.058823529411764705,0.23529411764705882,0.0
P456992,17,3.8823529411764706,0.6470588235294118,0.9376396872103214,274.5882352941176,0.29411764705882354,0,8,6,6,1,4,5,0,0,10,2,,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.0
P464288,17,2.9411764705882355,0.4117647058823529,0.7085049424101325,261.6470588235294,0.23529411764705882,0,0,0,0,0,0,0,0,0,0,0,0.29411764705882354,0.29411764705882354,0.11764705882352941,0.058823529411764705,0.0
P500012,17,4.470588235294118,0.8235294117647058,0.8054068125784397,299.3529411764706,0.17647058823529413,0,1,6,1,5,2,0,0,0,9,4,,0.8235294117647058,,,0.0
P500743,17,4.352941176470588,0.8235294117647058,0.7329166233539581,164.88235294117646,,0,0,2,0,2,0,0,0,0,6,1,0.11764705882352941,0.6470588235294118,0.17647058823529413,0.058823529411764705,0.0
P504784,17,3.823529411764706,0.6470588235294118,0.6676740772449054,218.94117647058823,0.29411764705882354,0,3,12,2,4,3,0,0,0,4,0,,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.0
